regulator,regulator site,interaction,target,target site,Time,Type,Pearson,Spearman,Weight
AT5G16600,,regulates,AT5G55920,,4hr,TF-Abundance,,,0.81553758
AT5G16600,,regulates,AT5G57280,,4hr,TF-Abundance,,,0.70960213
AT5G16600,,regulates,AT5G60620,,4hr,TF-Abundance,,,0.69109443
AT5G16600,,regulates,AT5G65670,,4hr,TF-Abundance,,,0.681443643
AT5G17300,,regulates,AT1G66230,,4hr,TF-Abundance,,,0.679977422
AT5G17300,,regulates,AT1G71030,,4hr,TF-Abundance,,,0.856783005
AT5G17300,,regulates,AT2G23770,,4hr,TF-Abundance,,,0.375850982
AT5G17300,,regulates,AT2G34180,,4hr,TF-Abundance,,,0.818154481
AT5G17300,,regulates,AT3G47430,,4hr,TF-Abundance,,,1
AT5G17300,,regulates,AT3G48460,,4hr,TF-Abundance,,,0.460777438
AT5G17300,,regulates,AT5G11540,,4hr,TF-Abundance,,,0.373169553
AT5G17800,,regulates,AT3G16570,,4hr,TF-Abundance,,,0.660931099
AT5G17800,,regulates,AT3G50660,,4hr,TF-Abundance,,,0.629877518
AT5G17800,,regulates,AT4G36780,,4hr,TF-Abundance,,,0.832435601
AT5G17800,,regulates,AT5G01740,,4hr,TF-Abundance,,,0.662234468
AT5G17800,,regulates,AT5G03670,,4hr,TF-Abundance,,,0.659874352
AT5G20240,,regulates,AT1G19540,,4hr,TF-Abundance,,,0.235803129
AT5G20240,,regulates,AT2G28630,,4hr,TF-Abundance,,,0.364503274
AT5G20240,,regulates,AT3G53460,,4hr,TF-Abundance,,,0.264402333
AT5G20240,,regulates,AT3G57220,,4hr,TF-Abundance,,,0.252665698
AT5G20240,,regulates,AT4G34790,,4hr,TF-Abundance,,,0.232418093
AT5G20240,,regulates,AT5G02970,,4hr,TF-Abundance,,,0.397518546
AT5G20240,,regulates,AT5G52170,,4hr,TF-Abundance,,,0.350782341
AT5G20510,,regulates,AT3G60390,,4hr,TF-Abundance,,,0.557838562
AT5G20730,,regulates,AT1G06180,,4hr,TF-Abundance,,,0.741861485
AT5G20730,,regulates,AT1G09780,,4hr,TF-Abundance,,,0.804473797
AT5G20730,,regulates,AT1G15140,,4hr,TF-Abundance,,,0.795464542
AT5G20730,,regulates,AT1G34190,,4hr,TF-Abundance,,,0.848676701
AT5G20730,,regulates,AT3G22845,,4hr,TF-Abundance,,,0.7410601
AT5G20730,,regulates,AT3G29230,,4hr,TF-Abundance,,,0.795815621
AT5G20730,,regulates,AT4G35630,,4hr,TF-Abundance,,,0.755017135
AT5G20730,,regulates,AT5G53140,,4hr,TF-Abundance,,,0.770709377
AT5G20730,,regulates,AT5G55610,,4hr,TF-Abundance,,,0.71867032
AT5G23280,,regulates,AT1G15125,,4hr,TF-Abundance,,,0.859298975
AT5G23280,,regulates,AT1G19660,,4hr,TF-Abundance,,,0.835010193
AT5G23280,,regulates,AT1G80180,,4hr,TF-Abundance,,,0.907048507
AT5G23280,,regulates,AT2G39000,,4hr,TF-Abundance,,,0.925519248
AT5G23280,,regulates,AT2G42790,,4hr,TF-Abundance,,,0.827860548
AT5G23280,,regulates,AT2G45630,,4hr,TF-Abundance,,,0.742455451
AT5G23280,,regulates,AT3G02540,,4hr,TF-Abundance,,,0.752482317
AT5G23280,,regulates,AT3G06660,,4hr,TF-Abundance,,,0.932194164
AT5G23280,,regulates,AT3G12080,,4hr,TF-Abundance,,,0.890902849
AT5G23280,,regulates,AT4G19530,,4hr,TF-Abundance,,,0.848051579
AT5G23280,,regulates,AT4G25835,,4hr,TF-Abundance,,,0.91000227
AT5G23280,,regulates,AT4G34370,,4hr,TF-Abundance,,,0.844912597
AT5G23280,,regulates,AT5G10150,,4hr,TF-Abundance,,,0.912979866
AT5G23280,,regulates,AT5G16620,,4hr,TF-Abundance,,,0.80145754
AT5G23280,,regulates,AT5G37350,,4hr,TF-Abundance,,,0.832402393
AT5G23280,,regulates,AT5G40160,,4hr,TF-Abundance,,,0.928402793
AT5G23280,,regulates,AT5G47090,,4hr,TF-Abundance,,,0.744889607
AT5G23280,,regulates,AT5G55140,,4hr,TF-Abundance,,,1
AT5G23280,,regulates,AT5G60710,,4hr,TF-Abundance,,,0.830345889
AT5G23280,,regulates,AT5G63190,,4hr,TF-Abundance,,,0.99337404
AT5G24470,,regulates,AT5G17460,,4hr,TF-Abundance,,,0.524710491
AT5G24470,,regulates,AT5G57887,,4hr,TF-Abundance,,,0.536983012
AT5G25190,,regulates,AT1G64640,,4hr,TF-Abundance,,,0.7843012
AT5G39610,,regulates,AT1G32700,,4hr,TF-Abundance,,,0.709626875
AT5G39610,,regulates,AT5G44210,,4hr,TF-Abundance,,,0.720895977
AT5G39660,,regulates,AT1G10720,,4hr,TF-Abundance,,,0.764311958
AT5G39660,,regulates,AT1G19660,,4hr,TF-Abundance,,,0.596246562
AT5G39660,,regulates,AT1G31920,,4hr,TF-Abundance,,,0.624982145
AT5G39660,,regulates,AT1G47200,,4hr,TF-Abundance,,,1
AT5G39660,,regulates,AT1G63100,,4hr,TF-Abundance,,,0.60557755
AT5G39660,,regulates,AT1G75780,,4hr,TF-Abundance,,,0.776373474
AT5G39660,,regulates,AT2G07690,,4hr,TF-Abundance,,,0.905246485
AT5G39660,,regulates,AT2G16440,,4hr,TF-Abundance,,,0.719832291
AT5G39660,,regulates,AT2G28570,,4hr,TF-Abundance,,,0.598597173
AT5G39660,,regulates,AT2G33710,,4hr,TF-Abundance,,,0.610102148
AT5G39660,,regulates,AT2G35760,,4hr,TF-Abundance,,,0.898573938
AT5G39660,,regulates,AT2G45470,,4hr,TF-Abundance,,,0.689404082
AT5G39660,,regulates,AT2G47070,,4hr,TF-Abundance,,,0.630881412
AT5G39660,,regulates,AT3G18000,,4hr,TF-Abundance,,,0.627281452
AT5G39660,,regulates,AT3G19010,,4hr,TF-Abundance,,,0.7191655
AT5G39660,,regulates,AT3G26310,,4hr,TF-Abundance,,,0.629164507
AT5G39660,,regulates,AT3G46640,,4hr,TF-Abundance,,,0.6399914
AT5G39660,,regulates,AT3G49720,,4hr,TF-Abundance,,,0.844466105
AT5G39660,,regulates,AT3G50820,,4hr,TF-Abundance,,,0.673364864
AT5G39660,,regulates,AT4G02060,,4hr,TF-Abundance,,,0.740933967
AT5G39660,,regulates,AT4G14960,,4hr,TF-Abundance,,,0.732050016
AT5G39660,,regulates,AT4G15790,,4hr,TF-Abundance,,,0.710469655
AT5G39660,,regulates,AT4G22140,,4hr,TF-Abundance,,,0.850525251
AT5G39660,,regulates,AT4G29110,,4hr,TF-Abundance,,,0.66124526
AT5G39660,,regulates,AT4G31850,,4hr,TF-Abundance,,,0.633688575
AT5G39660,,regulates,AT5G47390,,4hr,TF-Abundance,,,0.841433744
AT5G39660,,regulates,AT5G57610,,4hr,TF-Abundance,,,0.863659341
AT5G39660,,regulates,AT5G63550,,4hr,TF-Abundance,,,0.712553532
AT5G39660,,regulates,AT5G67070,,4hr,TF-Abundance,,,0.788744785
AT5G43290,,regulates,AT1G30840,,4hr,TF-Abundance,,,0.841476563
AT5G43290,,regulates,AT1G56210,,4hr,TF-Abundance,,,0.867925026
AT5G43290,,regulates,AT1G62480,,4hr,TF-Abundance,,,0.853571236
AT5G43290,,regulates,AT5G44575,,4hr,TF-Abundance,,,0.924869058
AT5G43290,,regulates,AT5G51550,,4hr,TF-Abundance,,,0.920050233
AT5G44180,,regulates,AT2G42300,,4hr,TF-Abundance,,,0.695852039
AT5G44180,,regulates,AT5G65440,,4hr,TF-Abundance,,,0.70026191
AT5G46710,,regulates,AT1G47330,,4hr,TF-Abundance,,,0.621808629
AT5G46710,,regulates,AT1G60730,,4hr,TF-Abundance,,,0.666441525
AT5G46710,,regulates,AT1G63010,,4hr,TF-Abundance,,,0.633034899
AT5G46710,,regulates,AT3G53530,,4hr,TF-Abundance,,,0.690652104
AT5G46710,,regulates,AT3G60320,,4hr,TF-Abundance,,,0.660879604
AT5G46710,,regulates,AT4G16146,,4hr,TF-Abundance,,,0.708634008
AT5G46710,,regulates,AT5G14910,,4hr,TF-Abundance,,,0.704251591
AT5G47390,,regulates,AT1G09000,,4hr,TF-Abundance,,,0.622181115
AT5G47390,,regulates,AT1G18070,,4hr,TF-Abundance,,,0.614590335
AT5G47390,,regulates,AT1G28420,,4hr,TF-Abundance,,,0.656069582
AT5G47390,,regulates,AT1G34190,,4hr,TF-Abundance,,,0.725026463
AT5G47390,,regulates,AT1G49340,,4hr,TF-Abundance,,,0.752347166
AT5G47390,,regulates,AT1G63500,,4hr,TF-Abundance,,,0.647170409
AT5G47390,,regulates,AT1G64620,,4hr,TF-Abundance,,,0.698200022
AT5G47390,,regulates,AT1G67030,,4hr,TF-Abundance,,,0.609473632
AT5G47390,,regulates,AT2G19460,,4hr,TF-Abundance,,,0.63413247
AT5G47390,,regulates,AT2G26770,,4hr,TF-Abundance,,,1
AT5G47390,,regulates,AT2G28570,,4hr,TF-Abundance,,,0.600966212
AT5G47390,,regulates,AT2G42300,,4hr,TF-Abundance,,,0.766876304
AT5G47390,,regulates,AT3G01780,,4hr,TF-Abundance,,,0.710782769
AT5G47390,,regulates,AT3G08670,,4hr,TF-Abundance,,,0.795433558
AT5G47390,,regulates,AT3G57410,,4hr,TF-Abundance,,,0.782715342
AT5G47390,,regulates,AT3G57980,,4hr,TF-Abundance,,,0.603242503
AT5G47390,,regulates,AT4G00270,,4hr,TF-Abundance,,,0.657204857
AT5G47390,,regulates,AT4G00440,,4hr,TF-Abundance,,,0.772761426
AT5G47390,,regulates,AT4G17880,,4hr,TF-Abundance,,,0.876201518
AT5G47390,,regulates,AT4G24060,,4hr,TF-Abundance,,,0.98243578
AT5G47390,,regulates,AT5G07580,,4hr,TF-Abundance,,,0.650748357
AT5G47390,,regulates,AT5G39660,,4hr,TF-Abundance,,,0.695539216
AT5G47390,,regulates,AT5G44180,,4hr,TF-Abundance,,,0.683308571
AT5G47390,,regulates,AT5G57460,,4hr,TF-Abundance,,,0.71657756
AT5G47390,,regulates,AT5G63090,,4hr,TF-Abundance,,,0.710311324
AT5G49330,,regulates,AT1G14560,,4hr,TF-Abundance,,,0.554248655
AT5G49330,,regulates,AT1G19920,,4hr,TF-Abundance,,,0.653329584
AT5G49330,,regulates,AT1G21050,,4hr,TF-Abundance,,,0.530367424
AT5G49330,,regulates,AT1G27370,,4hr,TF-Abundance,,,0.561888855
AT5G49330,,regulates,AT1G29120,,4hr,TF-Abundance,,,0.743751096
AT5G49330,,regulates,AT1G43710,,4hr,TF-Abundance,,,0.547027239
AT5G49330,,regulates,AT1G49660,,4hr,TF-Abundance,,,0.750699726
AT5G49330,,regulates,AT1G57610,,4hr,TF-Abundance,,,1
AT5G49330,,regulates,AT1G65520,,4hr,TF-Abundance,,,0.56652979
AT5G49330,,regulates,AT1G68760,,4hr,TF-Abundance,,,0.584669367
AT5G49330,,regulates,AT1G70730,,4hr,TF-Abundance,,,0.74611932
AT5G49330,,regulates,AT1G77320,,4hr,TF-Abundance,,,0.551203603
AT5G49330,,regulates,AT1G79075,,4hr,TF-Abundance,,,0.573435758
AT5G49330,,regulates,AT1G80290,,4hr,TF-Abundance,,,0.81978824
AT5G49330,,regulates,AT2G16500,,4hr,TF-Abundance,,,0.551444914
AT5G49330,,regulates,AT2G27580,,4hr,TF-Abundance,,,0.532560756
AT5G49330,,regulates,AT2G31085,,4hr,TF-Abundance,,,0.591685204
AT5G49330,,regulates,AT2G34410,,4hr,TF-Abundance,,,0.571479094
AT5G49330,,regulates,AT2G37970,,4hr,TF-Abundance,,,0.594455716
AT5G49330,,regulates,AT2G43340,,4hr,TF-Abundance,,,0.568008076
AT5G49330,,regulates,AT2G46540,,4hr,TF-Abundance,,,0.551265774
AT5G49330,,regulates,AT3G07568,,4hr,TF-Abundance,,,0.59061582
AT5G49330,,regulates,AT3G16857,,4hr,TF-Abundance,,,0.646084604
AT5G49330,,regulates,AT3G22950,,4hr,TF-Abundance,,,0.51739737
AT5G49330,,regulates,AT3G48690,,4hr,TF-Abundance,,,0.605176796
AT5G49330,,regulates,AT3G51800,,4hr,TF-Abundance,,,0.738373917
AT5G49330,,regulates,AT3G55110,,4hr,TF-Abundance,,,0.585099341
AT5G49330,,regulates,AT3G56870,,4hr,TF-Abundance,,,0.560610095
AT5G49330,,regulates,AT4G14950,,4hr,TF-Abundance,,,0.525585335
AT5G49330,,regulates,AT4G25830,,4hr,TF-Abundance,,,0.620888061
AT5G49330,,regulates,AT4G31490,,4hr,TF-Abundance,,,0.591599545
AT5G49330,,regulates,AT5G06000,,4hr,TF-Abundance,,,0.866152288
AT5G49330,,regulates,AT5G08790,,4hr,TF-Abundance,,,0.635593504
AT5G49330,,regulates,AT5G14760,,4hr,TF-Abundance,,,0.542771957
AT5G49330,,regulates,AT5G17250,,4hr,TF-Abundance,,,0.64391861
AT5G49330,,regulates,AT5G20680,,4hr,TF-Abundance,,,0.529573439
AT5G49330,,regulates,AT5G20730,,4hr,TF-Abundance,,,0.609454074
AT5G49330,,regulates,AT5G23360,,4hr,TF-Abundance,,,0.610607575
AT5G49330,,regulates,AT5G49540,,4hr,TF-Abundance,,,0.577526895
AT5G49330,,regulates,AT5G52650,,4hr,TF-Abundance,,,0.711742478
AT5G49330,,regulates,AT5G52980,,4hr,TF-Abundance,,,0.55414548
AT5G49330,,regulates,AT5G60170,,4hr,TF-Abundance,,,0.632476707
AT5G49330,,regulates,AT5G62440,,4hr,TF-Abundance,,,0.536523358
AT5G49330,,regulates,AT5G65860,,4hr,TF-Abundance,,,0.816939189
AT5G50915,,regulates,AT1G65310,,4hr,TF-Abundance,,,0.7434184
AT5G50915,,regulates,AT1G72790,,4hr,TF-Abundance,,,0.745314655
AT5G50915,,regulates,AT2G22470,,4hr,TF-Abundance,,,0.723831873
AT5G50915,,regulates,AT2G35880,,4hr,TF-Abundance,,,0.680975052
AT5G50915,,regulates,AT2G41330,,4hr,TF-Abundance,,,0.679659696
AT5G50915,,regulates,AT2G46140,,4hr,TF-Abundance,,,0.669715123
AT5G50915,,regulates,AT3G07470,,4hr,TF-Abundance,,,0.723869702
AT5G50915,,regulates,AT3G47510,,4hr,TF-Abundance,,,0.775414611
AT5G50915,,regulates,AT4G13340,,4hr,TF-Abundance,,,0.782123556
AT5G50915,,regulates,AT5G52210,,4hr,TF-Abundance,,,0.812200063
AT5G52170,,regulates,AT1G06160,,4hr,TF-Abundance,,,0.629742659
AT5G52170,,regulates,AT1G19540,,4hr,TF-Abundance,,,0.872026861
AT5G52170,,regulates,AT1G49130,,4hr,TF-Abundance,,,0.681405241
AT5G52170,,regulates,AT1G77450,,4hr,TF-Abundance,,,0.614589674
AT5G52170,,regulates,AT2G28630,,4hr,TF-Abundance,,,0.532664519
AT5G52170,,regulates,AT3G48390,,4hr,TF-Abundance,,,1
AT5G52170,,regulates,AT3G53460,,4hr,TF-Abundance,,,0.840740081
AT5G52170,,regulates,AT4G34790,,4hr,TF-Abundance,,,0.45257032
AT5G52170,,regulates,AT5G02970,,4hr,TF-Abundance,,,0.371808841
AT5G52170,,regulates,AT5G08130,,4hr,TF-Abundance,,,0.624124409
AT5G52170,,regulates,AT5G15840,,4hr,TF-Abundance,,,0.612203923
AT5G52170,,regulates,AT5G20240,,4hr,TF-Abundance,,,0.657680836
AT5G52170,,regulates,AT5G43350,,4hr,TF-Abundance,,,0.899623483
AT5G52170,,regulates,AT5G56795,,4hr,TF-Abundance,,,0.672990067
AT5G52830,,regulates,AT1G01720,,4hr,TF-Abundance,,,0.629518766
AT5G52830,,regulates,AT1G04240,,4hr,TF-Abundance,,,0.683584331
AT5G52830,,regulates,AT1G11580,,4hr,TF-Abundance,,,0.71982043
AT5G52830,,regulates,AT1G14210,,4hr,TF-Abundance,,,0.600157189
AT5G52830,,regulates,AT1G44830,,4hr,TF-Abundance,,,0.643472806
AT5G52830,,regulates,AT1G58340,,4hr,TF-Abundance,,,0.689345698
AT5G52830,,regulates,AT1G77450,,4hr,TF-Abundance,,,0.762833612
AT5G52830,,regulates,AT1G79360,,4hr,TF-Abundance,,,1
AT5G52830,,regulates,AT2G05160,,4hr,TF-Abundance,,,0.645865226
AT5G52830,,regulates,AT2G22080,,4hr,TF-Abundance,,,0.789524679
AT5G52830,,regulates,AT2G22980,,4hr,TF-Abundance,,,0.768636413
AT5G52830,,regulates,AT2G45680,,4hr,TF-Abundance,,,0.589527991
AT5G52830,,regulates,AT3G04420,,4hr,TF-Abundance,,,0.592196186
AT5G52830,,regulates,AT3G15500,,4hr,TF-Abundance,,,0.59171098
AT5G52830,,regulates,AT3G16180,,4hr,TF-Abundance,,,0.852628015
AT5G52830,,regulates,AT3G23030,,4hr,TF-Abundance,,,0.664800274
AT5G52830,,regulates,AT3G23800,,4hr,TF-Abundance,,,0.794515806
AT5G52830,,regulates,AT3G26230,,4hr,TF-Abundance,,,0.563266366
AT5G52830,,regulates,AT3G54810,,4hr,TF-Abundance,,,0.677199005
AT5G52830,,regulates,AT3G54880,,4hr,TF-Abundance,,,0.951161038
AT5G52830,,regulates,AT4G04630,,4hr,TF-Abundance,,,0.800084868
AT5G52830,,regulates,AT4G15660,,4hr,TF-Abundance,,,0.751953336
AT5G52830,,regulates,AT4G17490,,4hr,TF-Abundance,,,0.601749767
AT5G52830,,regulates,AT4G32280,,4hr,TF-Abundance,,,0.707470473
AT5G52830,,regulates,AT5G05965,,4hr,TF-Abundance,,,0.900673463
AT5G52830,,regulates,AT5G08640,,4hr,TF-Abundance,,,0.914632602
AT5G52830,,regulates,AT5G44572,,4hr,TF-Abundance,,,0.86763385
AT5G53980,,regulates,AT1G12370,,4hr,TF-Abundance,,,0.624280992
AT5G53980,,regulates,AT1G62975,,4hr,TF-Abundance,,,0.61260875
AT5G53980,,regulates,AT2G27660,,4hr,TF-Abundance,,,0.623628621
AT5G53980,,regulates,AT2G39980,,4hr,TF-Abundance,,,0.570941821
AT5G53980,,regulates,AT3G26200,,4hr,TF-Abundance,,,0.565491224
AT5G53980,,regulates,AT3G59220,,4hr,TF-Abundance,,,0.82495034
AT5G53980,,regulates,AT4G22530,,4hr,TF-Abundance,,,0.734763071
AT5G56780,,regulates,AT1G06520,,4hr,TF-Abundance,,,0.750041965
