regulator,regulator site,interaction,target,target site,Time,Type,Pearson,Spearman,Weight
AT3G01970,,regulates,AT4G19860,,30min,TF-Abundance,,,0.85575046
AT3G01970,,regulates,AT4G21534,,30min,TF-Abundance,,,0.8351947
AT3G01970,,regulates,AT4G33510,,30min,TF-Abundance,,,0.695394165
AT3G01970,,regulates,AT4G36690,,30min,TF-Abundance,,,0.787736233
AT3G01970,,regulates,AT5G14270,,30min,TF-Abundance,,,0.837963302
AT3G01970,,regulates,AT5G20960,,30min,TF-Abundance,,,0.843258207
AT3G01970,,regulates,AT5G24450,,30min,TF-Abundance,,,0.810260789
AT3G01970,,regulates,AT5G42530,,30min,TF-Abundance,,,0.788536691
AT3G01970,,regulates,AT5G45190,,30min,TF-Abundance,,,0.716390198
AT3G04850,,regulates,AT1G06780,,30min,TF-Abundance,,,0.545436657
AT3G04850,,regulates,AT1G14460,,30min,TF-Abundance,,,0.553402361
AT3G04850,,regulates,AT1G64620,,30min,TF-Abundance,,,0.640618473
AT3G04850,,regulates,AT2G42320,,30min,TF-Abundance,,,0.824832943
AT3G04850,,regulates,AT2G45520,,30min,TF-Abundance,,,0.555509206
AT3G04850,,regulates,AT3G06740,,30min,TF-Abundance,,,0.683965292
AT3G04850,,regulates,AT3G12590,,30min,TF-Abundance,,,0.557978957
AT3G04850,,regulates,AT3G60260,,30min,TF-Abundance,,,0.566525032
AT3G04850,,regulates,AT3G63290,,30min,TF-Abundance,,,0.521510738
AT3G04850,,regulates,AT4G17880,,30min,TF-Abundance,,,0.700605209
AT3G04850,,regulates,AT5G62130,,30min,TF-Abundance,,,0.515708258
AT3G04850,,regulates,AT5G63640,,30min,TF-Abundance,,,0.507424437
AT3G06410,,regulates,AT1G08643,,30min,TF-Abundance,,,0.881750934
AT3G06410,,regulates,AT1G16900,,30min,TF-Abundance,,,0.713124494
AT3G06410,,regulates,AT1G19120,,30min,TF-Abundance,,,0.721780799
AT3G06410,,regulates,AT1G77080,,30min,TF-Abundance,,,0.706039253
AT3G06410,,regulates,AT2G18510,,30min,TF-Abundance,,,0.796693047
AT3G06410,,regulates,AT2G38800,,30min,TF-Abundance,,,0.759850586
AT3G06410,,regulates,AT2G40030,,30min,TF-Abundance,,,0.709344355
AT3G06410,,regulates,AT3G04165,,30min,TF-Abundance,,,0.772148416
AT3G06410,,regulates,AT3G05335,,30min,TF-Abundance,,,0.733946293
AT3G06410,,regulates,AT3G07735,,30min,TF-Abundance,,,0.815709708
AT3G06410,,regulates,AT3G08947,,30min,TF-Abundance,,,0.988017474
AT3G06410,,regulates,AT4G21860,,30min,TF-Abundance,,,0.746430116
AT3G06410,,regulates,AT5G00760,,30min,TF-Abundance,,,0.82476824
AT3G06410,,regulates,AT5G01590,,30min,TF-Abundance,,,0.710438496
AT3G06410,,regulates,AT5G07460,,30min,TF-Abundance,,,0.719385647
AT3G06410,,regulates,AT5G21090,,30min,TF-Abundance,,,0.757780494
AT3G06410,,regulates,AT5G51120,,30min,TF-Abundance,,,0.897240323
AT3G06410,,regulates,AT5G59540,,30min,TF-Abundance,,,0.721749934
AT3G06410,,regulates,AT5G65460,,30min,TF-Abundance,,,0.838103754
AT3G06740,,regulates,AT1G01060,,30min,TF-Abundance,,,0.715115955
AT3G06740,,regulates,AT1G04040,,30min,TF-Abundance,,,0.861525073
AT3G06740,,regulates,AT1G08043,,30min,TF-Abundance,,,0.510302018
AT3G06740,,regulates,AT1G08320,,30min,TF-Abundance,,,0.55480649
AT3G06740,,regulates,AT1G09770,,30min,TF-Abundance,,,0.519812527
AT3G06740,,regulates,AT1G11700,,30min,TF-Abundance,,,0.801170299
AT3G06740,,regulates,AT1G14460,,30min,TF-Abundance,,,0.503445179
AT3G06740,,regulates,AT1G14980,,30min,TF-Abundance,,,0.824795676
AT3G06740,,regulates,AT1G28370,,30min,TF-Abundance,,,0.515619196
AT3G06740,,regulates,AT1G71692,,30min,TF-Abundance,,,0.516471831
AT3G06740,,regulates,AT1G76580,,30min,TF-Abundance,,,0.570790969
AT3G06740,,regulates,AT1G76590,,30min,TF-Abundance,,,0.696455492
AT3G06740,,regulates,AT2G03090,,30min,TF-Abundance,,,1
AT3G06740,,regulates,AT2G27710,,30min,TF-Abundance,,,0.816904766
AT3G06740,,regulates,AT2G32560,,30min,TF-Abundance,,,0.985673033
AT3G06740,,regulates,AT2G47930,,30min,TF-Abundance,,,0.771858236
AT3G06740,,regulates,AT3G04850,,30min,TF-Abundance,,,0.710083757
AT3G06740,,regulates,AT3G05590,,30min,TF-Abundance,,,0.955839931
AT3G06740,,regulates,AT3G15350,,30min,TF-Abundance,,,0.76355834
AT3G06740,,regulates,AT3G15500,,30min,TF-Abundance,,,0.7234637
AT3G06740,,regulates,AT3G21190,,30min,TF-Abundance,,,0.848393208
AT3G06740,,regulates,AT3G23030,,30min,TF-Abundance,,,0.764787506
AT3G06740,,regulates,AT3G61630,,30min,TF-Abundance,,,0.587784771
AT3G06740,,regulates,AT4G25210,,30min,TF-Abundance,,,0.511748751
AT3G06740,,regulates,AT4G32280,,30min,TF-Abundance,,,0.739155533
AT3G06740,,regulates,AT4G32350,,30min,TF-Abundance,,,0.962576722
AT3G06740,,regulates,AT5G08150,,30min,TF-Abundance,,,0.737638935
AT3G06740,,regulates,AT5G11650,,30min,TF-Abundance,,,0.806449548
AT3G06740,,regulates,AT5G17300,,30min,TF-Abundance,,,0.654616706
AT3G06740,,regulates,AT5G24470,,30min,TF-Abundance,,,0.680559001
AT3G06740,,regulates,AT5G47370,,30min,TF-Abundance,,,0.653384916
AT3G06740,,regulates,AT5G50740,,30min,TF-Abundance,,,0.980881814
AT3G06740,,regulates,AT5G53280,,30min,TF-Abundance,,,0.851420294
AT3G06740,,regulates,AT5G62130,,30min,TF-Abundance,,,0.545401919
AT3G06740,,regulates,AT5G63790,,30min,TF-Abundance,,,0.763256389
AT3G06740,,regulates,AT5G67060,,30min,TF-Abundance,,,0.747724048
AT3G11090,,regulates,AT1G18330,,30min,TF-Abundance,,,0.709678185
AT3G11090,,regulates,AT1G29071,,30min,TF-Abundance,,,0.725815112
AT3G11090,,regulates,AT2G24270,,30min,TF-Abundance,,,0.648818875
AT3G11090,,regulates,AT2G32100,,30min,TF-Abundance,,,0.572194193
AT3G11090,,regulates,AT4G34730,,30min,TF-Abundance,,,0.774867533
AT3G11090,,regulates,AT5G14660,,30min,TF-Abundance,,,0.716069873
AT3G13540,,regulates,AT2G22540,,30min,TF-Abundance,,,0.518772826
AT3G14980,,regulates,AT1G06150,,30min,TF-Abundance,,,0.714599178
AT3G14980,,regulates,AT1G16610,,30min,TF-Abundance,,,0.6579899
AT3G14980,,regulates,AT1G80930,,30min,TF-Abundance,,,0.621271399
AT3G14980,,regulates,AT2G16940,,30min,TF-Abundance,,,0.637761831
AT3G14980,,regulates,AT3G46000,,30min,TF-Abundance,,,0.80288959
AT3G14980,,regulates,AT5G13300,,30min,TF-Abundance,,,0.628057615
AT3G14980,,regulates,AT5G43810,,30min,TF-Abundance,,,0.627181544
AT3G14980,,regulates,AT5G65495,,30min,TF-Abundance,,,0.663810138
AT3G15210,,regulates,AT1G03220,,30min,TF-Abundance,,,0.744668421
AT3G15210,,regulates,AT1G03230,,30min,TF-Abundance,,,0.841509251
AT3G15210,,regulates,AT1G07090,,30min,TF-Abundance,,,0.776952125
AT3G15210,,regulates,AT1G19770,,30min,TF-Abundance,,,0.763388964
AT3G15210,,regulates,AT1G24150,,30min,TF-Abundance,,,0.743883942
AT3G15210,,regulates,AT1G28360,,30min,TF-Abundance,,,0.751679977
AT3G15210,,regulates,AT1G28390,,30min,TF-Abundance,,,0.681028468
AT3G15210,,regulates,AT1G49780,,30min,TF-Abundance,,,0.648743111
AT3G15210,,regulates,AT1G69910,,30min,TF-Abundance,,,0.745030001
AT3G15210,,regulates,AT1G76240,,30min,TF-Abundance,,,0.675092483
AT3G15210,,regulates,AT2G22330,,30min,TF-Abundance,,,0.782073809
AT3G15210,,regulates,AT2G25735,,30min,TF-Abundance,,,0.692346519
AT3G15210,,regulates,AT2G45680,,30min,TF-Abundance,,,0.720161507
AT3G15210,,regulates,AT2G46600,,30min,TF-Abundance,,,0.706609823
AT3G15210,,regulates,AT2G47800,,30min,TF-Abundance,,,0.862883117
AT3G15210,,regulates,AT3G13435,,30min,TF-Abundance,,,0.79454077
AT3G15210,,regulates,AT3G44720,,30min,TF-Abundance,,,0.764241687
AT3G15210,,regulates,AT3G50660,,30min,TF-Abundance,,,0.66450009
AT3G15210,,regulates,AT3G61460,,30min,TF-Abundance,,,0.674170756
AT3G15210,,regulates,AT4G00720,,30min,TF-Abundance,,,0.765144024
AT3G15210,,regulates,AT4G30450,,30min,TF-Abundance,,,0.781202644
AT3G15210,,regulates,AT5G02530,,30min,TF-Abundance,,,0.702017908
AT3G15210,,regulates,AT5G66675,,30min,TF-Abundance,,,0.851559735
AT3G15500,,regulates,AT1G12220,,30min,TF-Abundance,,,0.718155447
AT3G15500,,regulates,AT2G01540,,30min,TF-Abundance,,,0.596333987
AT3G15500,,regulates,AT2G28840,,30min,TF-Abundance,,,1
AT3G15500,,regulates,AT2G40650,,30min,TF-Abundance,,,0.584083409
AT3G15500,,regulates,AT3G04850,,30min,TF-Abundance,,,0.654990104
AT3G15500,,regulates,AT3G06740,,30min,TF-Abundance,,,0.715495278
AT3G15500,,regulates,AT3G10650,,30min,TF-Abundance,,,0.593759848
AT3G15500,,regulates,AT3G23550,,30min,TF-Abundance,,,0.898868632
AT3G15500,,regulates,AT3G48380,,30min,TF-Abundance,,,0.624270288
AT3G15500,,regulates,AT3G61050,,30min,TF-Abundance,,,0.6383359
AT3G15500,,regulates,AT4G01680,,30min,TF-Abundance,,,0.659678497
AT3G15500,,regulates,AT4G02520,,30min,TF-Abundance,,,0.889499283
AT3G15500,,regulates,AT4G32880,,30min,TF-Abundance,,,0.632612209
AT3G15500,,regulates,AT5G04360,,30min,TF-Abundance,,,0.678721194
AT3G15500,,regulates,AT5G19050,,30min,TF-Abundance,,,0.778402385
AT3G15500,,regulates,AT5G21160,,30min,TF-Abundance,,,0.953763635
AT3G15500,,regulates,AT5G24470,,30min,TF-Abundance,,,0.724751078
AT3G15500,,regulates,AT5G41260,,30min,TF-Abundance,,,0.81056908
AT3G15500,,regulates,AT5G51910,,30min,TF-Abundance,,,0.772263516
AT3G16500,,regulates,AT1G18570,,30min,TF-Abundance,,,0.637473467
AT3G16500,,regulates,AT1G19350,,30min,TF-Abundance,,,0.650128642
AT3G16500,,regulates,AT1G76220,,30min,TF-Abundance,,,0.418061191
AT3G16500,,regulates,AT2G22860,,30min,TF-Abundance,,,0.695541807
AT3G16500,,regulates,AT2G45050,,30min,TF-Abundance,,,0.759164358
AT3G16500,,regulates,AT2G45210,,30min,TF-Abundance,,,0.74614503
AT3G16500,,regulates,AT3G18860,,30min,TF-Abundance,,,0.397287922
AT3G16500,,regulates,AT3G23030,,30min,TF-Abundance,,,0.781957359
AT3G16500,,regulates,AT3G25890,,30min,TF-Abundance,,,0.734029917
AT3G16500,,regulates,AT3G30180,,30min,TF-Abundance,,,0.595270353
AT3G16500,,regulates,AT3G51400,,30min,TF-Abundance,,,0.690071869
AT3G16500,,regulates,AT3G52870,,30min,TF-Abundance,,,0.38347615
AT3G16500,,regulates,AT3G61700,,30min,TF-Abundance,,,0.459843201
AT3G16500,,regulates,AT4G34860,,30min,TF-Abundance,,,0.563122341
AT3G16500,,regulates,AT5G10510,,30min,TF-Abundance,,,0.825344792
AT3G16500,,regulates,AT5G57780,,30min,TF-Abundance,,,0.840341271
AT3G16870,,regulates,AT1G07135,,30min,TF-Abundance,,,0.977215737
AT3G16870,,regulates,AT1G15580,,30min,TF-Abundance,,,0.894653564
AT3G16870,,regulates,AT1G19150,,30min,TF-Abundance,,,0.842199661
AT3G16870,,regulates,AT1G67900,,30min,TF-Abundance,,,0.911567967
AT3G16870,,regulates,AT2G32210,,30min,TF-Abundance,,,0.973611739
AT3G16870,,regulates,AT2G40270,,30min,TF-Abundance,,,0.977280131
AT3G16870,,regulates,AT3G15650,,30min,TF-Abundance,,,0.907287751
AT3G16870,,regulates,AT3G26618,,30min,TF-Abundance,,,0.80405657
AT3G16870,,regulates,AT3G61640,,30min,TF-Abundance,,,0.787380355
AT3G16870,,regulates,AT4G34590,,30min,TF-Abundance,,,0.90481535
AT3G16870,,regulates,AT5G17630,,30min,TF-Abundance,,,0.768549856
AT3G16870,,regulates,AT5G26030,,30min,TF-Abundance,,,0.952588022
AT3G16870,,regulates,AT5G44070,,30min,TF-Abundance,,,0.859697
AT3G16870,,regulates,AT5G50740,,30min,TF-Abundance,,,0.840166363
AT3G17860,,regulates,AT3G47070,,30min,TF-Abundance,,,0.709409301
AT3G17860,,regulates,AT4G27260,,30min,TF-Abundance,,,0.642335788
AT3G18010,,regulates,AT5G66320,,30min,TF-Abundance,,,0.493915332
AT3G23030,,regulates,AT1G18570,,30min,TF-Abundance,,,0.641261385
AT3G23030,,regulates,AT1G21050,,30min,TF-Abundance,,,0.648514321
AT3G23030,,regulates,AT1G28130,,30min,TF-Abundance,,,0.675332948
AT3G23030,,regulates,AT1G31310,,30min,TF-Abundance,,,0.583334736
AT3G23030,,regulates,AT1G53170,,30min,TF-Abundance,,,0.64830862
AT3G23030,,regulates,AT1G57990,,30min,TF-Abundance,,,0.612001416
AT3G23030,,regulates,AT1G75500,,30min,TF-Abundance,,,0.829946745
AT3G23030,,regulates,AT2G23050,,30min,TF-Abundance,,,0.49233977
AT3G23030,,regulates,AT2G24500,,30min,TF-Abundance,,,0.677017497
AT3G23030,,regulates,AT2G28200,,30min,TF-Abundance,,,0.859397918
AT3G23030,,regulates,AT2G32765,,30min,TF-Abundance,,,0.583742449
AT3G23030,,regulates,AT2G37030,,30min,TF-Abundance,,,0.615128765
AT3G23030,,regulates,AT3G15680,,30min,TF-Abundance,,,0.761192381
AT3G23030,,regulates,AT3G16500,,30min,TF-Abundance,,,1
AT3G23030,,regulates,AT3G23630,,30min,TF-Abundance,,,0.463922311
AT3G23030,,regulates,AT3G24770,,30min,TF-Abundance,,,0.587755324
AT3G23030,,regulates,AT3G44610,,30min,TF-Abundance,,,0.595474175
AT3G23030,,regulates,AT3G47070,,30min,TF-Abundance,,,0.406582685
AT3G23030,,regulates,AT3G52800,,30min,TF-Abundance,,,1
AT3G23030,,regulates,AT3G55960,,30min,TF-Abundance,,,0.702152574
AT3G23030,,regulates,AT4G01680,,30min,TF-Abundance,,,0.711469788
AT3G23030,,regulates,AT4G14130,,30min,TF-Abundance,,,0.804071791
AT3G23030,,regulates,AT4G23810,,30min,TF-Abundance,,,0.60453601
AT3G23030,,regulates,AT4G26200,,30min,TF-Abundance,,,0.676679937
AT3G23030,,regulates,AT4G28080,,30min,TF-Abundance,,,0.652856705
AT3G23030,,regulates,AT4G32020,,30min,TF-Abundance,,,0.871355689
AT3G23030,,regulates,AT5G23820,,30min,TF-Abundance,,,0.75896159
AT3G23030,,regulates,AT5G24210,,30min,TF-Abundance,,,0.705553871
AT3G23030,,regulates,AT5G47370,,30min,TF-Abundance,,,0.645380767
AT3G23030,,regulates,AT5G49100,,30min,TF-Abundance,,,0.611324513
AT3G23030,,regulates,AT5G58110,,30min,TF-Abundance,,,0.62720041
AT3G23230,,regulates,AT1G14370,,30min,TF-Abundance,,,0.815979368
AT3G23230,,regulates,AT1G17147,,30min,TF-Abundance,,,0.349703386
AT3G23230,,regulates,AT1G24150,,30min,TF-Abundance,,,0.764727623
AT3G23230,,regulates,AT1G68825,,30min,TF-Abundance,,,0.702518288
AT3G23230,,regulates,AT3G04570,,30min,TF-Abundance,,,0.423242266
AT3G23230,,regulates,AT3G05370,,30min,TF-Abundance,,,0.478619098
AT3G23230,,regulates,AT3G12740,,30min,TF-Abundance,,,0.737607871
AT3G23230,,regulates,AT3G58550,,30min,TF-Abundance,,,0.716924695
AT3G23230,,regulates,AT3G60415,,30min,TF-Abundance,,,0.728255451
AT3G23230,,regulates,AT5G10510,,30min,TF-Abundance,,,0.500169515
AT3G23230,,regulates,AT5G48530,,30min,TF-Abundance,,,0.773409383
AT3G23240,,regulates,AT1G60840,,30min,TF-Abundance,,,0.416511045
AT3G23240,,regulates,AT2G22540,,30min,TF-Abundance,,,0.554755899
AT3G23240,,regulates,AT2G41940,,30min,TF-Abundance,,,0.701436758
AT3G23240,,regulates,AT3G26200,,30min,TF-Abundance,,,0.385619491
AT3G23240,,regulates,AT4G01870,,30min,TF-Abundance,,,0.454862788
AT3G23240,,regulates,AT5G03730,,30min,TF-Abundance,,,0.462330304
AT3G23250,,regulates,AT4G17490,,30min,TF-Abundance,,,0.81830549
AT3G24860,,regulates,AT1G14140,,30min,TF-Abundance,,,0.653372891
AT3G24860,,regulates,AT1G16010,,30min,TF-Abundance,,,0.634343583
AT3G24860,,regulates,AT1G48900,,30min,TF-Abundance,,,0.759272625
AT3G24860,,regulates,AT1G55520,,30min,TF-Abundance,,,1
AT3G24860,,regulates,AT1G76180,,30min,TF-Abundance,,,0.590613872
AT3G24860,,regulates,AT3G26539,,30min,TF-Abundance,,,0.525238901
AT3G24860,,regulates,AT4G30150,,30min,TF-Abundance,,,0.526056041
AT3G24860,,regulates,AT5G20000,,30min,TF-Abundance,,,0.568341012
AT3G25710,,regulates,AT1G09970,,30min,TF-Abundance,,,0.750545648
AT3G25710,,regulates,AT1G12750,,30min,TF-Abundance,,,0.800396847
AT3G25710,,regulates,AT1G72520,,30min,TF-Abundance,,,0.649583233
AT3G25710,,regulates,AT2G25520,,30min,TF-Abundance,,,0.663754855
AT3G25710,,regulates,AT3G02840,,30min,TF-Abundance,,,0.861077421
AT3G25710,,regulates,AT3G20600,,30min,TF-Abundance,,,0.733002846
AT3G25710,,regulates,AT3G46090,,30min,TF-Abundance,,,0.67398782
AT3G25710,,regulates,AT3G60390,,30min,TF-Abundance,,,0.775146853
AT3G25710,,regulates,AT4G39400,,30min,TF-Abundance,,,0.601220577
AT3G25710,,regulates,AT5G12050,,30min,TF-Abundance,,,0.666993097
AT3G25710,,regulates,AT5G57070,,30min,TF-Abundance,,,0.797469865
AT3G25710,,regulates,AT5G57220,,30min,TF-Abundance,,,0.73984984
AT3G25890,,regulates,AT1G01180,,30min,TF-Abundance,,,0.668337402
AT3G25890,,regulates,AT1G06720,,30min,TF-Abundance,,,0.849135257
AT3G25890,,regulates,AT1G35140,,30min,TF-Abundance,,,0.77865103
AT3G25890,,regulates,AT1G56000,,30min,TF-Abundance,,,0.726782407
AT3G25890,,regulates,AT1G60640,,30min,TF-Abundance,,,0.6961855
AT3G25890,,regulates,AT2G18500,,30min,TF-Abundance,,,0.705619267
AT3G25890,,regulates,AT2G22360,,30min,TF-Abundance,,,0.748554227
AT3G25890,,regulates,AT2G31370,,30min,TF-Abundance,,,0.645997839
AT3G25890,,regulates,AT2G38380,,30min,TF-Abundance,,,0.71580604
AT3G25890,,regulates,AT2G47420,,30min,TF-Abundance,,,0.919816363
AT3G25890,,regulates,AT3G24490,,30min,TF-Abundance,,,0.652544458
AT3G25890,,regulates,AT3G47500,,30min,TF-Abundance,,,0.613902882
AT3G25890,,regulates,AT4G02510,,30min,TF-Abundance,,,0.821477533
AT3G25890,,regulates,AT4G35890,,30min,TF-Abundance,,,0.65412732
AT3G25890,,regulates,AT4G37090,,30min,TF-Abundance,,,0.802927105
AT3G25890,,regulates,AT5G04340,,30min,TF-Abundance,,,0.640003017
AT3G25890,,regulates,AT5G07320,,30min,TF-Abundance,,,0.703252973
AT3G25890,,regulates,AT5G27150,,30min,TF-Abundance,,,0.69869448
AT3G25890,,regulates,AT5G62190,,30min,TF-Abundance,,,0.940567302
AT3G25890,,regulates,AT5G63790,,30min,TF-Abundance,,,0.672914547
AT3G27010,,regulates,AT2G31530,,30min,TF-Abundance,,,0.484442295
AT3G27920,,regulates,AT2G40510,,30min,TF-Abundance,,,0.963982145
AT3G27920,,regulates,AT5G15090,,30min,TF-Abundance,,,0.811066189
AT3G27970,,regulates,AT1G13260,,30min,TF-Abundance,,,0.592119532
AT3G27970,,regulates,AT2G18980,,30min,TF-Abundance,,,0.572647053
AT3G27970,,regulates,AT2G46600,,30min,TF-Abundance,,,0.344938864
AT3G27970,,regulates,AT3G15790,,30min,TF-Abundance,,,0.827692442
AT3G27970,,regulates,AT5G24090,,30min,TF-Abundance,,,0.775084332
AT3G27970,,regulates,AT5G55110,,30min,TF-Abundance,,,0.872325152
AT3G27970,,regulates,AT5G67580,,30min,TF-Abundance,,,0.536372866
AT3G46080,,regulates,AT2G42900,,30min,TF-Abundance,,,0.618838234
AT3G46080,,regulates,AT3G22420,,30min,TF-Abundance,,,0.678821746
AT3G46080,,regulates,AT4G08290,,30min,TF-Abundance,,,0.63498409
AT3G46080,,regulates,AT4G27450,,30min,TF-Abundance,,,0.852436201
AT3G46080,,regulates,AT5G18630,,30min,TF-Abundance,,,0.714946715
AT3G46090,,regulates,AT1G29500,,30min,TF-Abundance,,,0.699937696
AT3G46090,,regulates,AT1G44830,,30min,TF-Abundance,,,0.877703103
AT3G46090,,regulates,AT1G72520,,30min,TF-Abundance,,,0.720540079
AT3G46090,,regulates,AT2G25520,,30min,TF-Abundance,,,0.738588138
AT3G46090,,regulates,AT2G25690,,30min,TF-Abundance,,,0.658429789
AT3G46090,,regulates,AT2G41800,,30min,TF-Abundance,,,0.753042323
AT3G46090,,regulates,AT3G05060,,30min,TF-Abundance,,,0.660730264
AT3G46090,,regulates,AT3G25710,,30min,TF-Abundance,,,0.801565435
AT3G46090,,regulates,AT3G60390,,30min,TF-Abundance,,,0.598559225
AT3G46090,,regulates,AT5G12050,,30min,TF-Abundance,,,0.636933953
AT3G46090,,regulates,AT5G13100,,30min,TF-Abundance,,,0.723218898
AT3G46090,,regulates,AT5G42590,,30min,TF-Abundance,,,0.715427167
AT3G46090,,regulates,AT5G49910,,30min,TF-Abundance,,,0.69967343
AT3G46090,,regulates,AT5G57070,,30min,TF-Abundance,,,0.619182216
AT3G46600,,regulates,AT1G19700,,30min,TF-Abundance,,,0.70848661
AT3G46600,,regulates,AT1G61100,,30min,TF-Abundance,,,0.625930481
AT3G46600,,regulates,AT2G36380,,30min,TF-Abundance,,,0.552633708
AT3G46600,,regulates,AT2G41640,,30min,TF-Abundance,,,0.836312465
AT3G46600,,regulates,AT3G12480,,30min,TF-Abundance,,,0.602517858
AT3G46600,,regulates,AT3G29000,,30min,TF-Abundance,,,0.736518531
AT3G46600,,regulates,AT4G35100,,30min,TF-Abundance,,,0.754190911
AT3G46600,,regulates,AT5G10430,,30min,TF-Abundance,,,0.552140816
AT3G46600,,regulates,AT5G11260,,30min,TF-Abundance,,,0.619829724
AT3G46600,,regulates,AT5G17300,,30min,TF-Abundance,,,0.711004666
AT3G46600,,regulates,AT5G63260,,30min,TF-Abundance,,,0.727721011
AT3G47500,,regulates,AT1G13245,,30min,TF-Abundance,,,0.883426339
AT3G47500,,regulates,AT1G68810,,30min,TF-Abundance,,,1
AT3G47500,,regulates,AT2G28550,,30min,TF-Abundance,,,0.71176269
AT3G47500,,regulates,AT3G14810,,30min,TF-Abundance,,,0.898606924
AT3G47500,,regulates,AT4G14310,,30min,TF-Abundance,,,0.958554945
AT3G47500,,regulates,AT4G35270,,30min,TF-Abundance,,,0.624676466
AT3G47500,,regulates,AT5G04340,,30min,TF-Abundance,,,0.652253886
AT3G47500,,regulates,AT5G17300,,30min,TF-Abundance,,,0.903683743
AT3G47500,,regulates,AT5G38690,,30min,TF-Abundance,,,0.81503673
AT3G47500,,regulates,AT5G59920,,30min,TF-Abundance,,,0.844579417
AT3G47500,,regulates,AT5G66320,,30min,TF-Abundance,,,0.603512633
AT3G48590,,regulates,AT1G09795,,30min,TF-Abundance,,,0.669228255
AT3G48590,,regulates,AT1G22985,,30min,TF-Abundance,,,0.684879755
AT3G48590,,regulates,AT1G23960,,30min,TF-Abundance,,,0.787946232
AT3G48590,,regulates,AT1G31780,,30min,TF-Abundance,,,0.713400537
AT3G48590,,regulates,AT1G56500,,30min,TF-Abundance,,,0.833808717
AT3G48590,,regulates,AT1G73250,,30min,TF-Abundance,,,0.699524223
AT3G48590,,regulates,AT3G05040,,30min,TF-Abundance,,,0.739958778
AT3G48590,,regulates,AT3G25660,,30min,TF-Abundance,,,0.769917392
AT3G48590,,regulates,AT4G10470,,30min,TF-Abundance,,,0.701124322
AT3G48590,,regulates,AT4G15840,,30min,TF-Abundance,,,0.777806765
AT3G48590,,regulates,AT4G16100,,30min,TF-Abundance,,,0.675196957
AT3G48590,,regulates,AT5G08650,,30min,TF-Abundance,,,0.823654672
AT3G48590,,regulates,AT5G14910,,30min,TF-Abundance,,,1
AT3G48590,,regulates,AT5G25900,,30min,TF-Abundance,,,0.91380197
AT3G48590,,regulates,AT5G56630,,30min,TF-Abundance,,,0.64974039
AT3G48590,,regulates,AT5G60160,,30min,TF-Abundance,,,0.859000622
AT3G49530,,regulates,AT2G21120,,30min,TF-Abundance,,,0.877968962
AT3G49530,,regulates,AT2G23810,,30min,TF-Abundance,,,0.801410744
AT3G49530,,regulates,AT2G43320,,30min,TF-Abundance,,,1
AT3G49530,,regulates,AT3G50930,,30min,TF-Abundance,,,0.777324751
AT3G49530,,regulates,AT4G17490,,30min,TF-Abundance,,,0.801211823
AT3G49530,,regulates,AT4G36710,,30min,TF-Abundance,,,0.817984196
