geno,treatment,day,cell_type,image,position,cumm_len,cell_len,date,notes
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,28,188.274,6.758,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,29,194.916,6.642,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,30,200.329,5.413,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,31,206.2,5.871,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,32,213.684,7.484,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,33,222.411,8.727,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,34,229.93,7.519,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,35,236.585,6.655,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,36,243.654,7.069,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,37,251.968,8.314,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,38,257.78,5.812,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,39,271.225,13.445,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,40,282.556,11.331,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,41,295.257,12.701,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,42,306.91,11.653,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,43,322.219,15.309,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,44,336.075,13.856,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,45,348.369,12.294,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,46,363.371,15.002,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,47,381.698,18.327,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,48,400.604,18.906,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,49,419.938,19.334,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,50,443.007,23.069,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,51,474.028,31.021,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,52,518.785,44.757,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,53,562.906,44.121,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,54,615.387,52.481,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,55,692.832,77.445,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,56,749.438,56.606,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,57,830.662,81.224,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,58,905.536,74.874,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,59,1034.41,128.874,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,60,1108.304,73.894,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,61,1287.918,179.614,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,62,1530.255,242.337,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,63,1698.176,167.921,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,64,1863.18,165.004,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,65,2042.49,179.31,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,66,2273.952,231.462,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,67,2491.436,217.484,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,68,2660.427,168.991,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,69,2833.768,173.341,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,70,2988.387,154.619,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,71,3150.143,161.756,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,72,3393.738,243.595,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,73,3683.828,290.09,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,74,3891.819,207.991,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,75,4090.265,198.446,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-3.czi,76,4283.002,192.737,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,1,6.839,6.839,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,2,12.323,5.484,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,3,19.38,7.057,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,4,28.847,9.467,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,5,34.62,5.773,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,6,39.67,5.05,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,7,45.22,5.55,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,8,50.631,5.411,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,9,55.883,5.252,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,10,61.927,6.044,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,11,66.099,4.172,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,12,75.382,9.283,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,13,83.442,8.06,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,14,90.692,7.25,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,15,99.25,8.558,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,16,107.235,7.985,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,17,116.82,9.585,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,18,125.133,8.313,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,19,130.959,5.826,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,20,138.483,7.524,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,21,141.753,3.27,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,22,146.734,4.981,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,23,152.273,5.539,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,24,156.858,4.585,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,25,162.729,5.871,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,26,166.901,4.172,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,27,174.799,7.898,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,28,182.049,7.25,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,29,188.291,6.242,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,30,192.875,4.584,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,31,199.116,6.241,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,32,204.782,5.666,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,33,209.423,4.641,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,34,213.99,4.567,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,35,223.962,9.972,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,36,231.031,7.069,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,37,238.101,7.07,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,38,243.082,4.981,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,39,249.776,6.694,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,40,256.534,6.758,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,41,263.189,6.655,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,42,269.844,6.655,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,43,278.188,8.344,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,44,284.882,6.694,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,45,292.354,7.472,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,46,298.636,6.282,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,47,306.535,7.899,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,48,314.423,7.888,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,49,327.399,12.976,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,50,341.568,14.169,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,51,353.721,12.153,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,52,365.463,11.742,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,53,376.671,11.208,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,54,390.072,13.401,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,55,404.287,14.215,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,56,428.588,24.301,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,57,459.207,30.619,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,58,490.12,30.913,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,59,526.748,36.628,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,60,560.486,33.738,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,61,638.792,78.306,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,62,714.164,75.372,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,63,785.49,71.326,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,64,879.852,94.362,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,65,1044.833,164.981,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,66,1184.475,139.642,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,67,1313.319,128.844,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,68,1545.357,232.038,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,69,1772.514,227.157,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,70,1947.907,175.393,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,71,2162.156,214.249,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,72,2367.63,205.474,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,73,2635.938,268.308,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,74,2829.756,193.818,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,75,3028.428,198.672,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-4.czi,76,3203.423,174.995,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,1,9.682,9.682,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,2,17.303,7.621,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,3,23.348,6.045,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,4,30.405,7.057,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,5,36.187,5.782,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,6,43.146,6.959,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,7,49.904,6.758,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,8,58.06,8.156,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,9,65.635,7.575,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,10,72.278,6.643,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,11,78.06,5.782,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,12,85.815,7.755,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,13,92.097,6.282,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,14,99.835,7.738,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,15,104.783,4.948,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,16,113.683,8.9,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,17,121.409,7.726,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,18,127.752,6.343,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,19,134.598,6.846,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,20,141.292,6.694,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,21,147.163,5.871,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,22,153.034,5.871,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,23,158.016,4.982,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,24,161.954,3.938,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,25,166.953,4.999,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,26,171.287,4.334,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,27,175.872,4.585,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,28,183.803,7.931,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,29,192.199,8.396,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,30,200.594,8.395,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,31,207.7,7.106,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,32,214.77,7.07,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,33,222.254,7.484,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,34,230.598,8.344,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,35,238.529,7.931,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,36,244.943,6.414,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,37,251.011,6.068,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,38,258.944,7.933,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,39,264.811,5.867,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,40,271.453,6.642,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,41,280.212,8.759,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,42,289.795,9.583,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,43,298.966,9.171,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,44,307.693,8.727,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,45,317.25,9.557,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,46,327.248,9.998,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,47,335.551,8.303,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,48,343.45,7.899,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,49,352.816,9.366,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,50,363.226,10.41,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,51,372.81,9.584,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,52,389.851,17.041,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,53,410.059,20.208,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,54,435.049,24.99,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,55,456.595,21.546,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,56,479.716,23.121,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,57,500.384,20.668,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,58,522.855,22.471,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,59,544.924,22.069,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,60,568.624,23.7,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,61,592.106,23.482,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,62,617.838,25.732,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,63,673.711,55.873,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,64,740.818,67.107,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,65,805.83,65.012,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,66,884.251,78.421,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,67,982.124,97.873,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,68,1087.894,105.77,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,69,1205.418,117.524,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,70,1303.836,98.418,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,71,1454.658,150.822,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,72,1599.21,144.552,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,73,1749.95,150.74,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,74,1884.686,134.736,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,75,2072.804,188.118,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,76,2299.792,226.988,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,77,2504.613,204.821,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,78,2718.746,214.133,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-5.czi,79,2951.969,233.223,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,1,12.996,12.996,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,2,22.58,9.584,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,3,33.082,10.502,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,4,40.657,7.575,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,5,47.415,6.758,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,6,53.286,5.871,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,7,59.157,5.871,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,8,65.812,6.655,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,9,71.225,5.413,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,10,77.466,6.241,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,11,84.632,7.166,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,12,92.116,7.484,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,13,97.572,5.456,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,14,104.227,6.655,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,15,110.098,5.871,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,16,116.753,6.655,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,17,123.823,7.07,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,18,130.892,7.069,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,19,136.719,5.827,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,20,143.413,6.694,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,21,148.412,4.999,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,22,154.694,6.282,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,23,159.75,5.056,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,24,164.732,4.982,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,25,169.298,4.566,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,26,173.865,4.567,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,27,177.624,3.759,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,28,183.036,5.412,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,29,187.188,4.152,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,30,195.532,8.344,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,31,203.517,7.985,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,32,211.448,7.931,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,33,216.861,5.413,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,34,222.274,5.413,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,35,229.343,7.069,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,36,234.756,5.413,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,37,239.755,4.999,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,38,243.906,4.151,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,39,253.535,9.629,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,40,260.293,6.758,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,41,266.52,6.227,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,42,277.03,10.51,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,43,287.95,10.92,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,44,299.159,11.209,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,45,311.641,12.482,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,46,325.366,13.725,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,47,338.875,13.509,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,48,353.499,14.624,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,49,365.716,12.217,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,50,379.571,13.855,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,51,391.553,11.982,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,52,405.752,14.199,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,53,420.755,15.003,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,54,435.866,15.111,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,55,466.577,30.711,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,56,504.918,38.341,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,57,545.09,40.172,20220309,
gtl1df1,control,7,cortex_meristem,gtl1df1_control_long_stack-6.czi,58,578.435,33.345,20220309,
